trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
359,False,"{'a': 0.5, 'e': 0.027875698255247015}",30,23,-7.789238267111311,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.027598330423249287}",25,17,16.611165950082075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.02732372244729256}",25,13,21.357807958781958,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.027051846866350416}",30,19,20.884625048108475,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.026782676492638175}",25,13,22.458775846676332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.02651618440889418}",20,6,19.218102999095716,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.02625234396568796}",25,15,-21.189777416037984,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
366,False,"{'a': 0.5, 'e': 0.025991128778755347}",30,11,36.52273104546176,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.02573251272635994}",25,17,13.371953216811242,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.025476469946681016}",20,14,8.938530453221013,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.025222974835227212}",25,18,12.111751645775119,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.024972002042276155}",25,5,41.371303055438034,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.024723526470339388}",30,13,33.00542579931639,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.02447752327165267}",20,13,12.843291172379349,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.024233967845691113}",25,4,30.45245482071382,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.023992835836709175}",30,18,22.20367107347299,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.023754103131304997}",25,16,-0.7431769140771083,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.023517745856009107}",25,18,11.968039326849208,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.023283740374897}",30,21,16.03949457319507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.02305206328722557}",25,10,27.65509621638965,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.02282269142509297}",30,19,20.723623057175587,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.022595601851121864}",20,5,17.727607327470505,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.02237077185616559}",20,0,7.452776212164906,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
382,False,"{'a': 0.5, 'e': 0.022148178957037315}",20,8,22.5574039335565,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.02192780089426161}",20,13,13.315513485350772,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.02170961562984857}",20,11,15.081459818925637,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.021493601345089923}",20,0,31.8813078472904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.02127973643837717}",25,2,34.35657543464447,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.021067999523041434}",20,12,6.152056444028136,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.02085836942521472}",20,16,6.230899174111226,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.020650825181712566}",35,21,27.636978929254365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.020445346037937653}",25,6,32.327606978168276,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.02024191144580439}",20,6,23.25735515232751,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.020040501061684014}",25,13,24.98565016778086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.019841094744370288}",25,13,21.994799087496553,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.019643672553065292}",25,2,36.760772728591405,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.01944821474538539}",25,11,-18.805136510526932,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
396,False,"{'a': 0.5, 'e': 0.01925470177538692}",20,6,17.097292643124256,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.019063114291611637}",25,14,20.483632953114533,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.018873433135151486}",20,9,21.389319546983877,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.018685639337732773}",25,11,28.914060477394017,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.018499714119819242}",25,12,26.053050612747157,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.01831563888873418}",25,16,17.292992739663273,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.018133395236801075}",25,15,16.55649049831969,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.01795296493950285}",25,3,33.92561916130571,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.01777432995365944}",25,6,30.786764086763096,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.017597472415623393}",25,13,23.711024065126065,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.017422374639493515}",30,19,21.987280678961987,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.017249019115346265}",25,13,24.926173338727917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.017077388507484793}",20,14,10.727378736481498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.01690746565270528}",20,10,18.30012398127943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.016739233558580632}",25,11,22.616606277883434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.016572675401761255}",20,10,19.853408791046064,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.016407774526292645}",25,15,22.06266742405454,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.01624451444194987}",25,11,25.827533385955046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.016082878822588433}",20,11,18.89048033503917,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.015922851504511698}",25,11,27.020256132243517,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.015764416484854486}",20,5,13.97868959908795,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.01560755791998283}",20,7,21.97335599177056,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.015452260123909515}",20,13,13.75228646772687,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.015298507566725518}",20,8,19.284977255427748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.01514628487304698}",25,18,13.745186711326916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.014995576820477703}",20,13,11.113913236851396,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.014846368338086832}",20,16,7.97044594490877,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.014698644504901784}",30,20,19.308160072118685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.014552390548416123}",25,16,16.56530685570765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.01440759184311235}",25,17,12.98138060335994,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.014264233908999256}",20,6,-16.877374162107223,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
427,False,"{'a': 0.5, 'e': 0.014122302410163962}",20,14,11.518470705697046,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.013981783153338296}",30,23,12.265246547378148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.013842662086479501}",20,13,14.06860335102085,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.013704925297364945}",30,16,28.27374982620701,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.013568559012200934}",20,6,12.21884732167078,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.013433549594245302}",25,12,11.832157753939097,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.013299883542443767}",25,15,17.38246446938512,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.013167547490079751}",20,15,8.743119313198067,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.013036528203437736}",20,16,7.6572523526717,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.012906812580479862}",20,8,17.986171679292166,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.01277838764953576}",20,14,10.152421036712422,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.012651240568005305}",20,8,20.09668919323928,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.012525358621074385}",20,0,29.77833689290885,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.012400729220443406}",20,9,-22.362025879723216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
441,False,"{'a': 0.5, 'e': 0.012277339903068436}",20,9,19.221817850554483,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.012155178329914935}",30,20,-22.501365605365404,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
443,False,"{'a': 0.5, 'e': 0.012034232284723775}",30,16,26.914909785539844,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.011914489672789647}",25,12,23.847085284315206,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.011795938519751562}",25,14,21.980085870839467,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.011678566970395442}",20,8,16.5594196347813,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.011562363287468536}",30,2,37.73598197241498,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.01144731585050571}",30,12,33.43256068897835,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.011333413154667387}",20,8,17.815622311453552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.011220643809589084}",30,14,15.809044429169676,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.011108996538242306}",20,9,20.50007271178554,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.010998460175806881}",20,13,13.813119360015916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.01088902366855444}",30,19,21.447967157940745,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.010780676072743084}",20,16,8.91081546260457,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.010673406553522925}",20,3,29.646570385548845,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.010567204383852655}",20,16,8.615098362551393,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.010462058943426795}",30,4,39.427197198493936,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.010357959717613696}",25,11,27.091331958410642,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.010254896296404022}",25,12,26.147220315041345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.010152858373369763}",35,18,31.50311833227014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.010051835744633576}",25,19,11.645714704617792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.00995181830784842}",20,13,13.096325725550148,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.009852796061187257}",25,10,23.36572907892993,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.5, 'e': 0.009754759102342903}",25,18,13.788247810119962,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.009657697627537777}",25,8,32.85499485332084,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.009561601930543505}",30,22,13.118428119919699,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.009466462401710323}",20,0,31.31827858173704,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.009372269527006058}",20,9,13.81164471904647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.009279013887064744}",20,10,2.035805887505174,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.009186686156244664}",20,9,20.594014996445313,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.009095277101695816}",20,8,22.136084319662213,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.00900477758243656}",20,0,20.42306153200225,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
473,False,"{'a': 0.5, 'e': 0.008915178548439553}",20,8,23.858406636779172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.008826471039726723}",25,15,22.744976218125494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.00873864618547329}",20,7,21.62868995626447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.008651695203120634}",20,10,-23.06975354042474,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
477,False,"{'a': 0.5, 'e': 0.00856560939749806}",20,9,16.678553218882744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.00848038015995326}",20,9,23.03849110439145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.00839599896749147}",25,15,17.5558439138634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.008312457381923119}",20,8,18.63269847338743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.00822974704902003}",25,18,12.945534423560613,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.008147859697679982}",20,15,9.095618795020156,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.008066787139099614}",20,5,24.44828479557589,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.007986521265955502}",30,10,-8.052061892310626,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
485,False,"{'a': 0.5, 'e': 0.007907054051593441}",35,13,-6.530034713201431,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
486,False,"{'a': 0.5, 'e': 0.007828377549225767}",30,22,16.812995265937623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.007750483891136692}",25,14,18.975015216146108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.007673365287895489}",25,15,20.848371226372237,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.007597014027577567}",30,21,15.834684385005824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.00752142247499327}",20,13,12.104816082842918,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.007446583070924338}",25,15,17.645879824711404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.007372488331368012}",25,17,17.42636111125395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.007299130846788583}",25,18,11.717942976752532,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.0072265032813764625}",20,16,6.922145336859311,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.5, 'e': 0.007154598372314579}",20,13,-30.455830347553032,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
496,False,"{'a': 0.5, 'e': 0.0070834089290521185}",20,5,22.80173134589661,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.007012927832585425}",20,10,20.17503983888584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.0069431480347461145}",20,5,30.291784062264323,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.5, 'e': 0.006874062557496248}",20,11,17.446319867476152,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.5, 'e': 0.006805664492230543}",20,16,9.299237935549643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.006737946999085467}",20,12,15.475288841435669,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.006670903306255274}",30,16,25.2774405939271,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.006604526709314805}",25,9,32.294766109928844,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.006538810570549064}",25,18,16.17283835072994,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.006473748318289405}",30,0,41.851538873482816,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
506,False,"{'a': 0.5, 'e': 0.006409333446256383}",20,13,13.179669753124019,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.5, 'e': 0.00634555951290911}",35,24,19.444816693756742,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.006282420140801118}",20,8,21.569400695991803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.006219909015942573}",25,8,30.58813887941725,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.006158019887168897}",35,23,20.146451112520577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.5, 'e': 0.006096746565515633}",20,1,32.91393728021058,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.5, 'e': 0.006036082923599565}",20,9,22.040924844156017,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.005976022895005943}",25,2,31.086573193850498,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.005916560473681857}",20,12,14.342650646832595,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.0058576897133356225}",25,1,34.63311076183665,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.5, 'e': 0.005799404726842141}",25,19,11.663750139758106,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.005741699685654202}",20,8,16.39828529035993,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.005684568819219595}",20,13,12.261977825126026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.5, 'e': 0.005628006414404065}",30,19,22.24031810087358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.005572006814919993}",30,13,30.016439097092082,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.0055165644207607716}",25,13,1.589000423926602,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.005461673687640779}",20,7,23.00333420817471,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.00540732912644096}",30,19,19.11442633650841,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.005353525302659903}",25,14,20.917423871212232,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.005300256835870402}",20,9,21.865833913715196,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.005247518399181385}",25,11,25.063221174359207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.005195304718705231}",30,16,27.386810788638456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.005143610573030379}",25,18,13.049180864261906,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.00509243079269919}",35,20,32.40351058699423,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.005041760259690979}",30,9,34.08390009034095,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.5, 'e': 0.004991593906910217}",25,11,23.73744286996811,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,20,19.904359124113917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",30,13,27.498708179411373,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,11,16.114054303507505,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,6,23.91340112151034,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,12,15.80950872823487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,15,19.85707849825308,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,0,28.091416239804257,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,23,14.460637344303514,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,14,13.647796359084131,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,11,13.225413568185873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
